OriginalPaperDOI,OriginalPaperPubMedID,PMCID,XMLLINK,journal_nlm_ta,article_type,title,publication_year,keywords,mesh_terms,first_author_given_names,first_author_surname
10.1128/MCB.7.9.3365,3670314,PMC3679810,s3://pmc-oa-opendata/PMC3679810.1/PMC3679810.1.xml?md5=287c680ef08df97d9c03115207f7abc5,ISRN Endocrinol,research-article,Placental HSD2 Expression and Activity Is Unaffected by Maternal Protein Consumption or Gender in C57BL/6 Mice,2013,,"Animals | Cell Differentiation | Cell Line, Transformed | Cell Transformation, Viral | Epithelial Cells | Epithelium / physiology | Iodides / metabolism | Neoplasms, Experimental / genetics | Oncogenes | RNA, Messenger / genetics | RNA, Neoplasm / genetics | Rats | Retroviridae / genetics, pathogenicity | Thyroglobulin / biosynthesis | Thyroid Gland / cytology, physiology",Mark R.,Garbrecht
10.1242/bio.20134747,23862016,PMC3711036,s3://pmc-oa-opendata/PMC3711036.1/PMC3711036.1.xml?md5=29179de27755c6db7227f2c5a5fef388,Biol Open,research-article,"Targeting of vasoactive intestinal peptide receptor 2, VPAC2, a secretin family G-protein coupled receptor, to primary cilia",2013,Ciliary GPCR | Glial cilia | Neuronal cilia | Primary cilia | VIPR2 | VPAC2,,Livana,Soetedjo
10.1016/j.stemcr.2017.01.023,28238797,PMC5355679,s3://pmc-oa-opendata/PMC5355679.1/PMC5355679.1.xml?md5=0eb3169fda3a7f6639d110fde5902372,Stem Cell Reports,research-article,"In Vitro Modeling of Blood-Brain Barrier with Human iPSC-Derived Endothelial Cells, Pericytes, Neurons, and Astrocytes via Notch Signaling",2017,Notch signaling | astrocytes | blood-brain barrier | drug kinetics | endothelial cells | induced pluripotent stem cells | neurons | pericytes | permeability | vasculature,"Astrocytes / cytology, metabolism | Biomarkers | Blood-Brain Barrier / cytology, metabolism | Capillary Permeability | Cell Differentiation | Cell Line | Endothelial Cells / cytology, metabolism | Humans | Induced Pluripotent Stem Cells / cytology | Neurons / cytology, metabolism | Pericytes / cytology, metabolism | Receptors, Notch / metabolism | Signal Transduction",Kohei,Yamamizu
10.1186/2044-5040-2-6,22541644,PMC3356597,s3://pmc-oa-opendata/PMC3356597.1/PMC3356597.1.xml?md5=582e2f93bb862023994d6eed4fb0216c,Skelet Muscle,research-article,MyoD-dependent regulation of NF-κB activity couples cell-cycle withdrawal to myogenic differentiation,2012,Skeletal muscle | Myoblasts | MyoD | NF-κB | IKK | IκB | Differentiation | Myogenesis,,Maura H,Parker
10.1371/journal.pone.0028563,22174839,PMC3234273,s3://pmc-oa-opendata/PMC3234273.1/PMC3234273.1.xml?md5=1ca54ab1eb084218cda8d2b2a7a283a2,PLoS One,research-article,Dysferlin Interacts with Histone Deacetylase 6 and Increases alpha-Tubulin Acetylation,2011,,"Acetylation | Animals | Cell Differentiation | Cell Line | Dysferlin | Histone Deacetylase 6 | Histone Deacetylases / metabolism | Humans | Immunoprecipitation | Membrane Proteins / chemistry, metabolism | Mice | Microtubules / metabolism | Muscle Development | Muscle Fibers, Skeletal / cytology, enzymology | Muscle Proteins / chemistry, metabolism | Polymerization | Protein Binding | Protein Structure, Tertiary | Tubulin / metabolism",Sabrina,Di Fulvio
10.3126/nje.v6i4.17257,28804675,PMC5506388,s3://pmc-oa-opendata/PMC5506388.1/PMC5506388.1.xml?md5=c68219d26dfa6a345a7008fa4c1cce88,Nepal J Epidemiol,research-article,"Transition in Dental Treatment Utilization in Jammu And Kashmir, India - A 10 Year Retrospective Study",2016,Behaviour | Dentistry | Oral health. | Restorative Dentistry | Utilization Trend,,Aasim Farooq,Shah
unavailable,2740348,PMC2975732,s3://pmc-oa-opendata/PMC2975732.1/PMC2975732.1.xml?md5=1d58218e08a2ebe0ba074622cd20fe62,Hum Hered,research-article,Systematic Removal of Outliers to Reduce Heterogeneity in Case-Control Association Studies,2011,Heterogeneity | Outliers | Multidimensional scaling | Principal components | Permutation,"Animals | Brain / enzymology | Capillaries | Cattle | Cell Membrane / enzymology | Cells, Cultured | Cytosol / enzymology | Diabetes Mellitus, Experimental / enzymology | Diabetic Angiopathies / etiology | Endothelium, Vascular / enzymology | Enzyme Activation | Glucose / pharmacology | Male | Protein Kinase C / metabolism | Rats | Rats, Inbred Strains | Retina / blood supply, enzymology",Yuanyuan,Shen
10.1002/cncr.29381,25823930,PMC4564998,s3://pmc-oa-opendata/PMC4564998.1/PMC4564998.1.xml?md5=e2b9eaa3dfa39d0656e03275e51a8e55,Cancer,research-article,Genome-Wide Association Study Identifies Common Genetic Variants Associated with Salivary Gland Carcinoma and its Subtypes,2015,adenoid cystic carcinoma | genetics | genome-wide association study (GWAS) | mucoepidermoid carcinoma | salivary gland,"Adult | Carcinoma / genetics | Female | Gene Frequency | Genetic Predisposition to Disease | Genome-Wide Association Study | Genotype | Humans | Male | Middle Aged | Nuclear Proteins / genetics | Odds Ratio | Polymorphism, Single Nucleotide | Receptors, Nicotinic / genetics | Receptors, Odorant / genetics | Salivary Gland Neoplasms / genetics | Transcriptional Elongation Factors / genetics | White People / genetics | Zinc Fingers / genetics",Li,Xu
10.1371/journal.pone.0015773,21203472,PMC3008746,s3://pmc-oa-opendata/PMC3008746.1/PMC3008746.1.xml?md5=4f84b63d783ef38ddf2309466e3168f7,PLoS One,research-article,Detection and Functional Characterization of a 215 Amino Acid N-Terminal Extension in the Xanthomonas Type III Effector XopD,2010,,"Amino Acid Sequence | DNA / chemistry | DNA-Binding Proteins / chemistry | Dimerization | Epitopes / chemistry | Escherichia coli / metabolism | Genetic Complementation Test | Solanum lycopersicum / microbiology | Mass Spectrometry / methods | Microscopy, Fluorescence / methods | Molecular Sequence Data | Promoter Regions, Genetic | Protein Structure, Tertiary | Sequence Homology, Amino Acid | Nicotiana / genetics, microbiology | Xanthomonas campestris / metabolism",Joanne,Canonne
10.3389/fphys.2017.00480,28769812,PMC5513961,s3://pmc-oa-opendata/PMC5513961.1/PMC5513961.1.xml?md5=ded17b8d4fa6eaaad18d0b735f0dd3eb,Front Physiol,research-article,Systemic Hepatic-Damage Index for Predicting the Prognosis of Hepatocellular Carcinoma after Curative Resection,2017,hepatocellular carcinoma | prognosis | recurrence | survival | system hepatic-damage index,,Xing-hui,Gao
10.1016/j.canlet.2012.01.013,22261338,PMC3326199,s3://pmc-oa-opendata/PMC3326199.1/PMC3326199.1.xml?md5=50f204b7ec1aab82f70c00de697a8648,Cancer Lett,research-article,Increased Ras GTPase activity is regulated by miRNAs that can be attenuated by CDF treatment in pancreatic cancer cells,2012,Ras GTPase activity | K-Ras | miRNAs | CDF | xenograft mouse model,"Animals | Antineoplastic Agents / pharmacology | Cell Line, Tumor | Curcumin / analogs & derivatives, pharmacology | Down-Regulation / drug effects | Female | GTP Phosphohydrolases / metabolism | Gene Expression Regulation, Neoplastic / drug effects | Genes, ras | Humans | Mice | Mice, SCID | MicroRNAs / physiology | Pancreatic Neoplasms / genetics | Proto-Oncogene Proteins / genetics, metabolism | Proto-Oncogene Proteins p21(ras) | Transfection | ras Proteins / genetics, metabolism",Shadan,Ali
10.1021/acschembio.5b00632,26317848,PMC4775453,s3://pmc-oa-opendata/PMC4775453.1/PMC4775453.1.xml?md5=284afdc0380dada1f8670ac4dedff46e,ACS Chem Biol,research-article,The L3MBTL3 methyl-lysine reader domain functions as a dimer,2015,,"Benzamides | Biotin | Cell-Free System | DNA-Binding Proteins / genetics, metabolism | HeLa Cells | Histones | Humans | Ligands | Molecular Structure | Mutation | Piperidines | Protein Domains | Protein Multimerization",Brandi M.,Baughman
10.7150/thno/v01p0003,21547151,PMC3086615,s3://pmc-oa-opendata/PMC3086615.1/PMC3086615.1.xml?md5=9236a0eccf78f6f768cc8cbcd6ab2ab6,Theranostics,research-article,Tunable Plasmonic Nanoprobes for Theranostics of Prostate Cancer,2011,Plasmonic nanobubble | gold nanoparticle | laser | photothermal | prostate cancer | theranostics.,,Ekaterina Y.,Lukianova-Hleb
10.1371/journal.pone.0034537,22509318,PMC3317980,s3://pmc-oa-opendata/PMC3317980.1/PMC3317980.1.xml?md5=c2369165b7e9a13fe9e56181710a56e2,PLoS One,research-article,Improved Cellular Specificity of Plasmonic Nanobubbles versus Nanoparticles in Heterogeneous Cell Systems,2012,,"Biological Transport | Cell Line | Gold / chemistry, metabolism | Humans | Metal Nanoparticles | Nanocapsules | Optical Phenomena | Organ Specificity | Substrate Specificity",Ekaterina Y.,Lukianova-Hleb
10.1371/journal.pone.0043204,22912826,PMC3422285,s3://pmc-oa-opendata/PMC3422285.1/PMC3422285.1.xml?md5=2909f8befbdd4da9a43031c230669c3c,PLoS One,research-article,The Effect of miR-338-3p on HBx Deletion-Mutant (HBx-d382) Mediated Liver-Cell Proliferation through CyclinD1 Regulation,2012,,"Blotting, Western | Cell Proliferation | Colony-Forming Units Assay | Cyclin D1 / metabolism | DNA Primers / genetics | Flow Cytometry | Hepatitis B virus / genetics | Humans | Lipids | Liver Neoplasms / virology | Luciferases | MicroRNAs / metabolism | Real-Time Polymerase Chain Reaction | Reverse Transcriptase Polymerase Chain Reaction | Sequence Deletion / genetics | Trans-Activators / genetics | Viral Regulatory and Accessory Proteins",Xiaoyu,Fu
10.1155/2014/931850,24757683,PMC3976925,s3://pmc-oa-opendata/PMC3976925.1/PMC3976925.1.xml?md5=ac2fe5346e7dcf7d46432de2f44393ac,Biomed Res Int,research-article,Study of Effect of Salvianolic Acid B on Motor Function Recovery in Rats with Spinal Cord Injury,2014,,"Animals | Caffeic Acids / pharmacology | Female | I-kappa B Proteins / metabolism | Lactates / pharmacology | Motor Activity / drug effects | NF-KappaB Inhibitor alpha | Nerve Tissue Proteins / metabolism | Proton Pump Inhibitors / pharmacology | Rats | Rats, Sprague-Dawley | Spinal Cord Injuries / drug therapy, metabolism, pathology, physiopathology | Time Factors | Transcription Factor RelA / metabolism",Chong,Xun
10.1016/j.cell.2015.10.031,26590423,PMC4675327,s3://pmc-oa-opendata/PMC4675327.1/PMC4675327.1.xml?md5=708c0bbaeed4cafcf25cc7341f99e4d6,Cell,research-article,Calcium and SOL protease mediate temperature resetting of circadian clocks,2015,,Animals | Biological Clocks | Calcium Signaling | Calmodulin / metabolism | Calpain | Circadian Clocks | Circadian Rhythm | Drosophila Proteins / metabolism | Drosophila melanogaster / physiology | Male | Mammals / physiology | Nerve Tissue Proteins / metabolism | Proteolysis,Ozgur,Tataroglu
10.5713/ajas.2011.11336,25049607,PMC4093106,s3://pmc-oa-opendata/PMC4093106.1/PMC4093106.1.xml?md5=d044d2c868b58b32b423ef6934cc395a,Asian-Australas J Anim Sci,research-article,Induction of Ski Protein Expression upon Luteinization in Rat Granulosa Cells,2012,Arkadia | Granulosa Cells | Luteinization | Ski,,Hyun,Kim
10.1016/j.jad.2012.06.021,22963899,PMC3513629,s3://pmc-oa-opendata/PMC3513629.1/PMC3513629.1.xml?md5=66e586c682914a2a61b33b4b18f8cd81,J Affect Disord,research-article,Deficits in Emotion Recognition in Pediatric Bipolar Disorder: The Mediating Effects of Irritability,2012,pediatric bipolar disorder | facial recognition | emotion | irritability,"Adolescent | Bipolar Disorder / psychology | Case-Control Studies | Child | Emotions | Facial Expression | Female | Humans | Irritable Mood | Male | Recognition, Psychology",Stewart A.,Shankman
10.4049/jimmunol.0903617,21357264,PMC3884622,s3://pmc-oa-opendata/PMC3884622.1/PMC3884622.1.xml?md5=2dcb9b7ff74dc5f67688aab0e81364f9,J Immunol,research-article,Hypoxia-Inducible Factor-1α–Dependent Protection from Intestinal Ischemia/Reperfusion Injury Involves Ecto-5′-Nucleotidase (CD73) and the A2B Adenosine Receptor,2011,,"5'-Nucleotidase / deficiency, genetics, physiology | Amino Acids, Dicarboxylic / metabolism, therapeutic use | Animals | Colitis / enzymology, physiopathology, prevention & control | Glycine / physiology | Hypoxia-Inducible Factor 1, alpha Subunit / deficiency, physiology, therapeutic use | Intestinal Mucosa / enzymology, metabolism, physiopathology | Mice | Mice, Inbred C57BL | Mice, Knockout | Mice, Transgenic | RNA, Messenger / biosynthesis | Receptor, Adenosine A2B / physiology | Reperfusion Injury / enzymology, physiopathology, prevention & control | Signal Transduction / drug effects, immunology",Melanie L.,Hart
10.1158/0008-5472.CAN-12-1123,23204239,PMC4222512,s3://pmc-oa-opendata/PMC4222512.1/PMC4222512.1.xml?md5=d609888be59b0ad3b8bd875ea19631ad,Cancer Res,research-article,High Avidity T cells are Preferentially Tolerized in the Tumor Microenvironment,2012,melanoma | T cells | avidity | adoptive immunotherapy | tolerance,"Adoptive Transfer | Animals | Antigens, Neoplasm | Dendritic Cells / immunology | Female | Immune Tolerance | Intramolecular Oxidoreductases / immunology | Melanoma, Experimental / genetics, immunology | Mice | Mice, Inbred C57BL | Mice, Transgenic | Receptors, Antigen, T-Cell / genetics | T-Lymphocytes / immunology | Tumor Microenvironment",Ziqiang,Zhu
10.1016/j.jad.2012.11.025,23261134,PMC3606663,s3://pmc-oa-opendata/PMC3606663.1/PMC3606663.1.xml?md5=c099f2e7f84ed81d446ceb9566e18577,J Affect Disord,research-article,"Where, when, how high, and how long? The hemodynamics of emotional response in psychotropic-naïve patients with adolescent bipolar disorder",2012,emotion | bipolar disorder | adolescent | hemodynamics | face perception,"Adolescent | Adult | Amygdala / physiopathology | Basal Ganglia / physiopathology | Bipolar Disorder / drug therapy, physiopathology, psychology | Cerebrum / physiopathology | Emotions / physiology | Facial Expression | Female | Humans | Magnetic Resonance Imaging | Male | Prefrontal Cortex / physiopathology | Psychotropic Drugs / therapeutic use | Young Adult",Ezra,Wegbreit
10.1038/onc.2011.600,22249251,PMC3538879,s3://pmc-oa-opendata/PMC3538879.1/PMC3538879.1.xml?md5=9d9d7aefd1f6d7fef8a96741e9a9c137,Oncogene,research-article,Stress-induced NQO1 controls stability of C/EBPα against 20S proteasomal degradation to regulate p63 expression with implications in protection against chemical-induced skin cancer,2012,NQO1 | C/EBPalpha | 20S proteasome | skin differentiation | p63,"Animals | CCAAT-Enhancer-Binding Protein-alpha / genetics | Cell Line | Cell Line, Tumor | Gene Expression Regulation | Gene Knockdown Techniques | Humans | Male | Mice | Mice, Inbred C57BL | NAD(P)H Dehydrogenase (Quinone) / physiology | Phosphoproteins / genetics | Proteasome Endopeptidase Complex / metabolism | Skin | Skin Neoplasms / chemically induced, prevention & control | Trans-Activators / genetics | Transcription Factors / genetics | Tumor Suppressor Proteins / genetics",Brad A.,Patrick
10.1021/acs.biochem.5b00087,25714795,PMC4414064,s3://pmc-oa-opendata/PMC4414064.1/PMC4414064.1.xml?md5=7abf5a80a8111eb4e7ee1c04a3d53252,Biochemistry,research-article,β-Amyloid and α-Synuclein Cooperate To Block SNARE-Dependent Vesicle Fusion,2015,,"Amyloid beta-Peptides / genetics, metabolism, physiology | Animals | Cytoplasmic Vesicles / physiology | Exocytosis / genetics | Humans | Membrane Fusion / genetics | PC12 Cells | Protein Binding / genetics | Protein Multimerization / physiology | Rats | SNARE Proteins / antagonists & inhibitors, metabolism | Synapses / genetics, metabolism | Transfection | alpha-Synuclein / genetics, metabolism, physiology",Bong-Kyu,Choi
10.1371/journal.pone.0020152,21647453,PMC3102082,s3://pmc-oa-opendata/PMC3102082.1/PMC3102082.1.xml?md5=0bf86d734da22944aa89f500f3379218,PLoS One,research-article,Rtt107 Phosphorylation Promotes Localisation to DNA Double-Stranded Breaks (DSBs) and Recombinational Repair between Sister Chromatids,2011,,"Cell Cycle Proteins / metabolism | DNA Breaks, Double-Stranded | DNA Repair / genetics | Endonucleases / metabolism | Intracellular Signaling Peptides and Proteins / metabolism | Nuclear Proteins / metabolism | Phosphorylation | Protein Serine-Threonine Kinases / metabolism | Protein Transport | Saccharomyces cerevisiae / enzymology, genetics, metabolism | Saccharomyces cerevisiae Proteins / metabolism | Sister Chromatid Exchange / genetics",Pranav,Ullal
10.3390/nu8080507,27548215,PMC4997420,s3://pmc-oa-opendata/PMC4997420.1/PMC4997420.1.xml?md5=6158a820e9a4f3ea305308a6de83ee19,Nutrients,research-article,Post-Intake of S-Ethyl Cysteine and S-Methyl Cysteine Improved LPS-Induced Acute Lung Injury in Mice,2016,LPS | S-ethyl cysteine | S-methyl cysteine | inflammation | lung,"Acute Lung Injury / chemically induced, drug therapy | Animals | Cysteine / administration & dosage, analogs & derivatives, pharmacology | Gene Expression Regulation / drug effects | Lipopolysaccharides / toxicity | Lung / enzymology | Male | Mice | Mice, Inbred BALB C | Peroxidase / metabolism",Te-chun,Hsia
10.1073/pnas.062010399,11904440,PMC12262201,s3://pmc-oa-opendata/PMC12262201.1/PMC12262201.1.xml?md5=fb8e866447713f388de2f86582abed38,bioRxiv,research-article,APALORD: An R-based tool for differential alternative polyadenylation analysis of long-read RNA-seq data,2025,Alternative polyadenylation (APA) | long-read (LR) RNA-seq | polyadenylation site (PAS) | differential APA,"Adult | Animals | Blotting, Western | DNA-Binding Proteins / deficiency, genetics, metabolism | Down-Regulation / drug effects | Enzyme-Linked Immunosorbent Assay | Female | Fibroblasts / drug effects, metabolism, pathology | Humans | Immunohistochemistry | Male | Mice | Mice, SCID | Middle Aged | Phosphorylation / drug effects | Plasminogen Activator Inhibitor 1 / analysis, genetics | RNA, Messenger / genetics, metabolism | Scleroderma, Systemic / genetics, metabolism | Signal Transduction / drug effects | Skin Transplantation | Smad3 Protein | Smad7 Protein | Trans-Activators / deficiency, genetics, metabolism | Transcription, Genetic / drug effects | Transforming Growth Factor beta / pharmacology | Up-Regulation / drug effects",Zhiping,Zhang
10.1016/j.chembiol.2014.02.011,24656791,PMC4018233,s3://pmc-oa-opendata/PMC4018233.1/PMC4018233.1.xml?md5=a81fd08f069fdb9af0c7e02cb981404f,Chem Biol,research-article,An ATP-competitive inhibitor modulates the allosteric function of the HER3 pseudokinase,2014,,"Adenosine Triphosphate / antagonists & inhibitors, metabolism | Allosteric Regulation / drug effects | Aniline Compounds / chemistry, pharmacology | Binding, Competitive / drug effects | Dose-Response Relationship, Drug | Humans | Models, Molecular | Nitriles / chemistry, pharmacology | Protein Kinase Inhibitors / chemistry, pharmacology | Quinolines / chemistry, pharmacology | Receptor, ErbB-3 / chemistry, metabolism | Structure-Activity Relationship",Peter,Littlefield
10.1074/jbc.M113.484253,23836916,PMC3745369,s3://pmc-oa-opendata/PMC3745369.1/PMC3745369.1.xml?md5=cd4f56f16f6573f10cebad7bb1fefc13,J Biol Chem,research-article,Two Pore Channel 2 (TPC2) Inhibits Autophagosomal-Lysosomal Fusion by Alkalinizing Lysosomal pH*,2013,Autophagy | Calcium | Calcium Channels | Calcium Intracellular Release | Calcium Signaling | Lysosomes | NAADP | TPC2 | pH,"Alkalies / metabolism | Animals | Autophagy / drug effects | Calcium / pharmacology | Calcium Channels / metabolism | Cell Differentiation / drug effects | Embryonic Stem Cells / cytology, drug effects, metabolism | Endosomes / drug effects, metabolism, ultrastructure | HeLa Cells | Humans | Hydrogen-Ion Concentration / drug effects | Lysosomes / drug effects, metabolism, ultrastructure | Membrane Fusion / drug effects | Mice | NADP / analogs & derivatives, metabolism | Neurons / cytology, drug effects, metabolism | Phagosomes / drug effects, metabolism, ultrastructure | Protein Binding / drug effects | Signal Transduction / drug effects | TOR Serine-Threonine Kinases / metabolism | rab GTP-Binding Proteins / drug effects | rab7 GTP-Binding Proteins",Yingying,Lu
10.1002/ijc.23610,18528859,PMC3766317,s3://pmc-oa-opendata/PMC3766317.1/PMC3766317.1.xml?md5=6ee3e210b3067789e1c8e3b720e595f0,Int J Cancer,research-article,"TW-37, a small-molecule inhibitor of Bcl-2, inhibits cell growth and invasion in pancreatic cancer",2008,Bcl-2 | NF-κB | pancreatic cancer | invasion | angiogenesis,"Animals | Benzamides / pharmacology | Cell Growth Processes / drug effects | Cell Line, Tumor | Cell Movement / drug effects | Endothelial Cells / cytology, drug effects | Female | Gene Expression Regulation, Neoplastic / drug effects | Humans | I-kappa B Kinase / biosynthesis, genetics | I-kappa B Proteins / metabolism | Matrix Metalloproteinase 9 / biosynthesis, genetics | Mice | Mice, Inbred ICR | Mice, SCID | NF-kappa B / antagonists & inhibitors, metabolism | Neoplasm Invasiveness | Neovascularization, Pathologic / drug therapy | Pancreatic Neoplasms / blood supply, drug therapy, metabolism, pathology | Phosphorylation / drug effects | Proto-Oncogene Proteins c-bcl-2 / antagonists & inhibitors | Sulfones / pharmacology | Transcription, Genetic | Vascular Endothelial Growth Factor A / biosynthesis, genetics | Xenograft Model Antitumor Assays",Zhiwei,Wang
10.1002/ijc.25658,20824697,PMC3038845,s3://pmc-oa-opendata/PMC3038845.1/PMC3038845.1.xml?md5=b153ea54d22a59a98ad0580efd2fd447,Int J Cancer,research-article,Restoring sensitivity to oxaliplatin by a novel approach in gemcitabine-resistant pancreatic cancer cells in vitro and in vivo,2010,gensitein | chemosensitization | oxaliplatin | NF-κB | pancreatic cancer,"Animals | Antineoplastic Agents / pharmacology | Apoptosis / drug effects | Blotting, Western | Cell Line, Tumor | Deoxycytidine / analogs & derivatives, pharmacology | Drug Resistance, Neoplasm | Electrophoretic Mobility Shift Assay | Female | Immunohistochemistry | In Vitro Techniques | Mice | Mice, Inbred ICR | Mice, SCID | Organoplatinum Compounds / pharmacology | Oxaliplatin | Pancreatic Neoplasms / pathology | Gemcitabine",Sanjeev,Banerjee
10.1371/journal.pone.0164378,27736936,PMC5063353,s3://pmc-oa-opendata/PMC5063353.1/PMC5063353.1.xml?md5=bb43536c01141642ee7a434586746e58,PLoS One,research-article,A High-Throughput Screening-Compatible Strategy for the Identification of Inositol Pyrophosphate Kinase Inhibitors,2016,,"Adenosine Triphosphate / metabolism | Binding Sites | Biocatalysis | Calorimetry | Chromatography, High Pressure Liquid | Enzyme Inhibitors / chemistry, metabolism | High-Throughput Screening Assays | Humans | Inositol Phosphates / metabolism | Kinetics | Molecular Docking Simulation | Phosphorylation | Phosphotransferases (Phosphate Group Acceptor) / antagonists & inhibitors, genetics, metabolism | Protein Binding | Protein Structure, Tertiary | Recombinant Proteins / biosynthesis, chemistry, isolation & purification | Substrate Specificity",Brandi M.,Baughman
10.1016/j.schres.2013.02.017,23566496,PMC3812915,s3://pmc-oa-opendata/PMC3812915.1/PMC3812915.1.xml?md5=8ceeb08c17efe5ead0f9b45c1472f4b0,Schizophr Res,research-article,"Increased neuroinflammatory and arachidonic acid cascade markers, and reduced synaptic proteins, in the postmortem frontal cortex from schizophrenia patients",2013,Schizophrenia | arachidonic acid cascade | cytokines | inflammation | synaptophysin | drebrin | brain | synapse,"Adult | Aged | Analysis of Variance | Arachidonic Acid / metabolism | Cytokines / genetics, metabolism | Female | Frontal Lobe / metabolism | Gene Expression Regulation / physiology | HLA-DR Antigens / metabolism | Humans | Male | Microglia / metabolism | Middle Aged | Nerve Tissue Proteins / metabolism | Nitric Oxide Synthase Type II / chemical synthesis, genetics, metabolism | Postmortem Changes | Proto-Oncogene Proteins c-fos / genetics, metabolism | RNA, Messenger | Receptors, N-Methyl-D-Aspartate | Schizophrenia / complications, pathology",Jagadeesh Sridhara,Rao
10.3389/fpls.2016.00869,27458462,PMC4931734,s3://pmc-oa-opendata/PMC4931734.1/PMC4931734.1.xml?md5=f192a02b5b572fb73b3853b09971f072,Front Plant Sci,research-article,"Mitigation of NaCl Stress by Arbuscular Mycorrhizal Fungi through the Modulation of Osmolytes, Antioxidants and Secondary Metabolites in Mustard (Brassica juncea L.) Plants",2016,AMF | Brassica juncea | NaCl stress | antioxidants | flavonoids | lipid peroxidation | osmolytes | phytohormones,,Maryam,Sarwat
10.4103/1477-3163.75723,21297922,PMC3030761,s3://pmc-oa-opendata/PMC3030761.1/PMC3030761.1.xml?md5=efa9fa2fea8e52a239cb6a7e99e76b7d,J Carcinog,research-article,Zoledronic acid directly suppresses cell proliferation and induces apoptosis in highly tumorigenic prostate and breast cancers,2011,Apoptosis | bisphosphonate | cancer | metastasis | zoledronic acid,,Hussain,Almubarak
10.2337/db11-1388,22966070,PMC3526052,s3://pmc-oa-opendata/PMC3526052.1/PMC3526052.1.xml?md5=f775bdbcab1c570abc2aeaa94c70fe75,Diabetes,research-article,Tub Has a Key Role in Insulin and Leptin Signaling and Action In Vivo in Hypothalamic Nuclei,2013,,"Active Transport, Cell Nucleus | Adaptor Proteins, Signal Transducing | Animals | Fasting | Hypothalamus / physiology | Insulin / pharmacology | Janus Kinase 2 / metabolism | Leptin / pharmacology | Male | Mice | Mice, Inbred C57BL | Oligonucleotides, Antisense / pharmacology | Phospholipase C beta / physiology | Protein Tyrosine Phosphatase, Non-Receptor Type 1 / physiology | Proteins / antagonists & inhibitors, physiology | Signal Transduction / physiology",Patrícia O.,Prada
10.2337/db09-1907,21282367,PMC3046839,s3://pmc-oa-opendata/PMC3046839.1/PMC3046839.1.xml?md5=97ccce67d667c27b19647b75597b702d,Diabetes,research-article,Physical Exercise Reduces Circulating Lipopolysaccharide and TLR4 Activation and Improves Insulin Signaling in Tissues of DIO Rats,2011,,"Adipose Tissue / metabolism | Analysis of Variance | Animals | Blotting, Western | Diet | Enzyme-Linked Immunosorbent Assay | Glucose Clamp Technique | I-kappa B Kinase / metabolism | Insulin / metabolism | Insulin Resistance / physiology | Interleukin-6 / metabolism | JNK Mitogen-Activated Protein Kinases / metabolism | Lipopolysaccharides / blood | Liver / metabolism | Male | Mice | Muscle, Skeletal / metabolism | Obesity / metabolism, physiopathology | Phosphorylation | Physical Conditioning, Animal / physiology | Random Allocation | Rats | Rats, Wistar | Reverse Transcriptase Polymerase Chain Reaction | Signal Transduction | Toll-Like Receptor 4 / metabolism",Alexandre G.,Oliveira
10.1016/j.mito.2012.12.003,23261681,PMC3755107,s3://pmc-oa-opendata/PMC3755107.1/PMC3755107.1.xml?md5=b8576e497104227254b3c8065a14ca27,Mitochondrion,research-article,Bezafibrate improves mitochondrial function in the CNS of a mouse model of mitochondrial encephalopathy,2012,Bezafibrate | CNS | Mitochondrial encephalopathy | PPAR/PGC-1α,"Adenosine Triphosphate / metabolism | Alkyl and Aryl Transferases / deficiency | Animals | Astrocytes / physiology | Bezafibrate / administration & dosage | Cell Proliferation | Disease Models, Animal | Hypolipidemic Agents / administration & dosage | Membrane Proteins / deficiency | Mice | Mitochondria / drug effects, physiology | Mitochondrial Encephalomyopathies / pathology, physiopathology | Mitochondrial Proteins / metabolism | Neuroprotective Agents / administration & dosage | Treatment Outcome",Natalie,Noe
10.1016/j.celrep.2015.06.010,26119733,PMC4497839,s3://pmc-oa-opendata/PMC4497839.1/PMC4497839.1.xml?md5=b6a4db0d42b2c1f306182ab5c692c778,Cell Rep,research-article,Maternal dazap2 regulates germ granules by counteracting Dynein in zebrafish primordial germ cells,2015,dazap2 | prtb | germline | maternal | bucky ball | germ plasm | primordial germ cells | zebrafish,"Animals | Cytoplasmic Granules / metabolism | Dyneins / metabolism | Genomic Imprinting | Oocytes / metabolism | Protein Binding | RNA-Binding Proteins / genetics, metabolism | Ribonucleoproteins / metabolism | Zebrafish | Zebrafish Proteins / genetics, metabolism",Meredyth M.,Forbes
